Matchup,Open,Closing Range Start,Closing Range End,Movement,Date
Brian Camozzi,135.0,125.0,130.0,-0.031,2016-12-09
Brian Camozzi,220.0,425.0,450.0,0.405,2017-07-08
Brian Camozzi,135.0,175.0,185.0,0.161,2018-02-18
Brian Cobb,190.0,195.0,195.0,0.017,2009-02-21
Brian Ebersole,425.0,260.0,260.0,0.125,2011-02-26
Brian Ebersole,-210.0,-125.0,-125.0,-0.209,2011-08-06
Brian Ebersole,-260.0,100.0,100.0,-0.467,2011-12-10
Brian Ebersole,-230.0,-260.0,-230.0,-0.019,2012-06-22
Brian Ebersole,-380.0,-335.0,-325.0,-0.005,2012-07-21
Brian Ebersole,145.0,190.0,190.0,-0.067,2013-11-16
Brian Ebersole,140.0,220.0,220.0,-0.111,2014-09-27
Brian Ebersole,110.0,115.0,120.0,0.034,2015-06-06
Brian Foster,100.0,110.0,110.0,0.0,2009-09-19
Brian Foster,355.0,375.0,375.0,-0.008,2009-11-21
Brian Foster,130.0,110.0,110.0,0.0819999999999999,2010-02-21
Brian Foster,-270.0,-240.0,-240.0,-0.033,2010-09-15
Brian Foster,-160.0,-130.0,-130.0,-0.045,2010-11-20
Brian Geraghty,,,,,2007-06-23
Brian Houston,170.0,145.0,160.0,0.091,2013-11-06
Brian Houston,115.0,115.0,120.0,0.046,2014-01-15
Brian Kelleher,175.0,305.0,315.0,0.3289999999999999,2017-06-03
Brian Kelleher,-190.0,-235.0,-220.0,-0.061,2017-07-22
Brian Kelleher,-165.0,-110.0,-105.0,0.166,2017-10-21
Brian Kelleher,120.0,137.0,145.0,0.087,2018-02-24
Brian Kelleher,240.0,225.0,230.0,-0.037,2018-05-12
Brian Kelleher,125.0,140.0,155.0,-0.077,2018-12-29
Brian Kelleher,115.0,130.0,143.0,0.0969999999999999,2020-01-18
Brian Kelleher,170.0,180.0,193.0,-0.036,2020-05-13
Brian Kelleher,155.0,177.0,187.0,0.093,2020-06-06
Brian Kelleher,-450.0,-455.0,-380.0,0.0139999999999999,2020-09-05
Brian Kelleher,240.0,200.0,210.0,0.052,2021-02-13
Brian Kelleher,-140.0,-200.0,-170.0,-0.1169999999999999,2021-08-21
Brian Kelleher,-325.0,-500.0,-335.0,0.034,2022-01-15
Brian Kelleher,230.0,560.0,750.0,0.556,2022-03-05
Brian Kelleher,120.0,140.0,175.0,-0.121,2022-06-25
Brian Kelleher,-210.0,-135.0,-135.0,0.152,2023-04-29
Brian Kelleher,124.0,145.0,165.0,-0.1,2023-12-17
Brian Kelleher,175.0,163.0,180.0,0.049,2024-07-20
Brian Melancon,150.0,240.0,255.0,-0.135,2013-07-06
Brian Melancon,125.0,245.0,280.0,-0.212,2013-08-28
Brian Ortega,-140.0,-190.0,-190.0,-0.123,2014-07-26
Brian Ortega,150.0,125.0,125.0,-0.111,2015-06-06
Brian Ortega,-185.0,-168.0,-165.0,0.036,2016-01-02
Brian Ortega,-260.0,-235.0,-225.0,0.035,2016-06-04
Brian Ortega,140.0,158.0,160.0,0.073,2017-07-29
Brian Ortega,110.0,-120.0,-113.0,-0.132,2017-12-09
Brian Ortega,115.0,125.0,135.0,0.065,2018-03-03
Brian Ortega,120.0,-120.0,-110.0,-0.172,2018-12-08
Brian Ortega,180.0,160.0,170.0,-0.061,2020-10-17
Brian Ortega,160.0,145.0,170.0,-0.016,2021-09-25
Brian Ortega,-150.0,-200.0,-174.0,-0.088,2022-07-16
Brian Ortega,123.0,120.0,146.0,0.059,2024-02-25
Brian Ortega,-125.0,125.0,170.0,0.247,2024-06-30
Brian Ortega,120.0,150.0,180.0,0.185,2024-09-15
Brian Ortega,240.0,350.0,420.0,0.303,2025-08-23
Brian Stann,160.0,135.0,135.0,-0.106,2009-04-18
Brian Stann,210.0,290.0,290.0,0.205,2009-09-16
Brian Stann,-125.0,-105.0,-105.0,0.078,2009-12-05
Brian Stann,200.0,230.0,230.0,0.091,2010-02-06
Brian Stann,105.0,180.0,180.0,0.268,2010-08-01
Brian Stann,100.0,137.0,137.0,0.156,2011-01-01
Brian Stann,-110.0,-140.0,-140.0,-0.114,2011-05-28
Brian Stann,200.0,240.0,240.0,0.118,2011-10-08
Brian Stann,-390.0,-380.0,-380.0,0.005,2012-04-14
Brian Stann,125.0,170.0,185.0,0.191,2012-09-22
Brian Stann,-230.0,-300.0,-300.0,-0.076,2013-03-02
Brianna van Buren,130.0,-111.0,-105.0,-0.1889999999999999,2019-07-13
Brianna van Buren,-162.0,-240.0,-225.0,0.171,2020-06-20
Bristol Marunde,-105.0,130.0,140.0,0.1689999999999999,2013-04-13
Bristol Marunde,180.0,170.0,177.0,-0.022,2013-08-03
Brock Jardine,250.0,330.0,330.0,0.186,2012-06-22
Brock Jardine,-165.0,-150.0,-145.0,0.042,2013-02-23
Brock Larson,-505.0,-500.0,-500.0,0.07,2009-04-01
Brock Larson,-420.0,-475.0,-475.0,-0.023,2009-05-23
Brock Larson,-550.0,-525.0,-525.0,0.0289999999999999,2009-09-16
Brock Larson,-490.0,-515.0,-515.0,-0.008,2009-11-21
Brock Lesnar,-155.0,-175.0,-175.0,0.078,2008-02-02
Brock Lesnar,-250.0,-190.0,-190.0,-0.055,2008-08-09
Brock Lesnar,-110.0,-145.0,-145.0,0.185,2008-11-15
Brock Lesnar,-185.0,-225.0,-225.0,0.1639999999999999,2009-07-11
Brock Lesnar,-225.0,-145.0,-145.0,-0.17,2010-07-03
Brock Lesnar,-190.0,-165.0,-165.0,0.02,2010-10-23
Brock Lesnar,120.0,130.0,130.0,0.0,2011-12-30
Brock Lesnar,120.0,140.0,140.0,-0.026,2016-07-09
Brock Lesnar,,,,,2023-07-31
Brodie Farber,220.0,240.0,240.0,0.059,2008-07-19
Brodie Farber,290.0,290.0,290.0,,2008-12-10
Brogan Walker,-160.0,110.0,120.0,-0.396,2022-08-06
Brogan Walker,-350.0,-365.0,-365.0,-0.009,2023-03-25
Brogan Walker,250.0,265.0,345.0,-0.061,2023-04-22
Brogan Walker,350.0,450.0,625.0,-0.053,2025-10-04
Brogan Walker-Sanchez,110.0,110.0,110.0,0.0,2022-08-06
Brogan Walker-Sanchez,225.0,225.0,225.0,,2023-04-22
Brok Weaver,-190.0,-250.0,-230.0,0.153,2020-02-15
Brok Weaver,210.0,275.0,320.0,-0.06,2020-05-30
Brok Weaver,350.0,350.0,375.0,-0.006,2020-09-12
Bruna Brasil,-160.0,-163.0,-142.0,0.0279999999999999,2023-04-15
Bruna Brasil,-125.0,-150.0,-143.0,-0.071,2023-07-22
Bruna Brasil,124.0,220.0,260.0,-0.262,2024-02-10
Bruna Brasil,175.0,250.0,280.0,0.255,2024-07-28
Bruna Brasil,270.0,240.0,310.0,-0.019,2025-02-09
Bruna Brasil,-265.0,-400.0,-400.0,-0.102,2025-08-22
Brunno Ferreira,300.0,245.0,270.0,-0.13,2023-01-21
Brunno Ferreira,,,,,2023-05-20
Brunno Ferreira,-138.0,-250.0,-220.0,-0.211,2023-07-01
Brunno Ferreira,180.0,-145.0,-133.0,-0.628,2024-01-13
Brunno Ferreira,-225.0,-300.0,-270.0,-0.064,2024-06-09
Brunno Ferreira,-120.0,128.0,140.0,0.206,2024-10-26
Brunno Ferreira,105.0,106.0,118.0,0.033,2025-03-09
Bruno Gustavo da Silva,130.0,-195.0,-170.0,0.344,2023-03-11
Bruno Korea,145.0,165.0,165.0,0.075,2015-11-07
Bruno Lopes,120.0,210.0,240.0,0.3229999999999999,2025-01-11
Bruno Lopes,112.0,145.0,165.0,-0.135,2025-06-01
Bruno Santos,-190.0,-245.0,-235.0,0.18,2013-12-06
Bruno Santos,180.0,180.0,220.0,0.0409999999999999,2014-07-05
Bruno Santos,210.0,280.0,285.0,-0.043,2014-10-04
Bruno Silva,185.0,180.0,185.0,0.054,2019-10-05
Bruno Silva,-145.0,100.0,108.0,-0.1989999999999999,2020-03-14
Bruno Silva,355.0,350.0,415.0,-0.011,2020-10-10
Bruno Silva,145.0,110.0,131.0,0.065,2021-03-20
Bruno Silva,-300.0,-405.0,-355.0,0.132,2021-05-22
Bruno Silva,145.0,-130.0,-120.0,0.214,2021-06-19
Bruno Silva,100.0,-163.0,-144.0,0.206,2021-10-16
Bruno Silva,-350.0,-375.0,-290.0,0.012,2021-12-11
Bruno Silva,145.0,155.0,188.0,-0.0819999999999999,2022-03-12
Bruno Silva,-200.0,-357.0,-295.0,0.237,2022-08-13
Bruno Silva,110.0,130.0,145.0,-0.109,2023-04-22
Bruno Silva,150.0,150.0,190.0,0.091,2023-06-24
Bruno Silva,150.0,250.0,310.0,0.347,2023-10-21
Bruno Silva,-245.0,-215.0,-175.0,-0.172,2024-03-31
Bruno Silva,110.0,-160.0,-137.0,0.242,2024-07-21
Bruno Silva,-148.0,124.0,148.0,-0.413,2024-10-26
Bruno Silva,210.0,300.0,350.0,-0.122,2024-12-15
Bruno Silva,110.0,110.0,150.0,-0.031,2025-05-10
Bruno Silva,240.0,300.0,300.0,-0.052,2025-06-07
Bruno Silva,240.0,450.0,525.0,0.428,2025-06-08
Bruno Silva,250.0,170.0,195.0,0.076,2025-10-18
Bruno Souza,160.0,280.0,330.0,-0.2289999999999999,2021-11-06
Bruno Souza,-110.0,-159.0,-130.0,-0.123,2022-03-26
Bryan Barberena,210.0,175.0,190.0,-0.095,2014-12-13
Bryan Barberena,250.0,330.0,335.0,0.192,2015-04-25
Bryan Barberena,185.0,225.0,235.0,0.136,2016-01-30
Bryan Barberena,250.0,395.0,450.0,0.331,2016-05-14
Bryan Barberena,235.0,265.0,300.0,0.125,2016-12-17
Bryan Barberena,-260.0,-350.0,-330.0,-0.07,2017-04-22
Bryan Barberena,235.0,210.0,210.0,0.061,2017-09-02
Bryan Barberena,-285.0,-420.0,-411.0,-0.089,2018-08-25
Bryan Barberena,265.0,350.0,375.0,0.203,2019-02-17
Bryan Barberena,-185.0,-250.0,-235.0,0.183,2019-06-22
Bryan Barberena,-225.0,-250.0,-222.0,0.003,2020-09-12
Bryan Barberena,-200.0,-278.0,-250.0,-0.089,2021-07-31
Bryan Barberena,-175.0,-155.0,-126.0,0.081,2021-12-04
Bryan Barberena,130.0,-125.0,-108.0,-0.23,2022-03-26
Bryan Barberena,-150.0,-122.0,100.0,-0.183,2022-07-02
Bryan Barberena,275.0,310.0,380.0,0.1689999999999999,2022-12-03
Bryan Barberena,250.0,300.0,315.0,-0.066,2023-03-18
Bryan Barberena,200.0,270.0,300.0,-0.068,2023-07-22
Bryan Barberena,110.0,195.0,230.0,-0.271,2024-03-16
Bryan Battle,-129.0,-225.0,-185.0,-0.185,2021-08-28
Bryan Battle,115.0,-115.0,145.0,0.0139999999999999,2022-02-06
Bryan Battle,-200.0,-350.0,-220.0,-0.131,2022-08-06
Bryan Battle,130.0,120.0,135.0,-0.008,2022-12-17
Bryan Battle,,,,,2023-04-29
Bryan Battle,-125.0,108.0,124.0,-0.185,2023-05-13
Bryan Battle,-200.0,-225.0,-190.0,-0.008,2023-09-23
Bryan Battle,-170.0,-225.0,-175.0,-0.064,2024-03-17
Bryan Battle,-150.0,-195.0,-168.0,0.16,2024-09-28
Bryan Battle,-250.0,-200.0,-188.0,-0.066,2024-12-08
Bryan Caraway,-390.0,-405.0,-405.0,-0.008,2011-12-03
Bryan Caraway,175.0,-225.0,-220.0,-0.899,2012-07-21
Bryan Caraway,135.0,185.0,195.0,0.19,2013-03-02
Bryan Caraway,105.0,100.0,105.0,-0.01,2013-04-27
Bryan Caraway,110.0,110.0,110.0,0.0,2014-06-07
Bryan Caraway,250.0,355.0,400.0,0.268,2014-10-04
Bryan Caraway,130.0,120.0,125.0,0.065,2015-07-25
Bryan Caraway,285.0,255.0,260.0,-0.075,2016-05-29
Bryan Caraway,-120.0,-105.0,102.0,0.074,2018-03-03
Bryan Caraway,-275.0,245.0,250.0,0.608,2018-11-30
Bryce Mitchell,120.0,-142.0,-140.0,-0.287,2018-07-06
Bryce Mitchell,145.0,130.0,135.0,-0.052,2019-03-23
Bryce Mitchell,-185.0,110.0,120.0,-0.498,2019-12-07
Bryce Mitchell,-150.0,-191.0,-172.0,-0.08,2020-05-09
Bryce Mitchell,-110.0,-125.0,-117.0,0.0409999999999999,2020-10-31
Bryce Mitchell,-135.0,-184.0,-163.0,0.1119999999999999,2022-03-05
Bryce Mitchell,210.0,210.0,210.0,0.0,2023-05-06
Bryce Mitchell,-125.0,-225.0,-200.0,0.285,2023-09-23
Bryce Mitchell,-138.0,-290.0,-225.0,-0.251,2023-12-17
Bryce Mitchell,-500.0,-1000.0,-800.0,-0.08,2024-12-08
Bryce Mitchell,285.0,240.0,270.0,-0.091,2025-04-13
Bryce Mitchell,-143.0,-155.0,-138.0,-0.006,2025-07-26
Bubba Bush,-245.0,-355.0,-330.0,0.276,2015-10-24
Buddy Roberts,-125.0,-135.0,-130.0,-0.027,2012-06-08
Buddy Roberts,240.0,485.0,540.0,-0.133,2012-08-11
Byron Bloodworth,280.0,320.0,320.0,-0.011,2011-10-01
Byron Bloodworth,200.0,380.0,420.0,0.4,2012-12-29
C.B. Dollaway,-170.0,-165.0,-165.0,0.02,2008-06-21
C.B. Dollaway,120.0,-140.0,-140.0,0.261,2008-07-19
C.B. Dollaway,-180.0,-155.0,-155.0,-0.064,2008-12-27
C.B. Dollaway,-300.0,-330.0,-330.0,-0.023,2009-07-11
C.B. Dollaway,-345.0,-345.0,-345.0,,2009-09-16
C.B. Dollaway,195.0,180.0,180.0,0.043,2010-02-21
C.B. Dollaway,-325.0,-255.0,-255.0,-0.045,2010-09-25
C.B. Dollaway,175.0,160.0,160.0,0.091,2011-03-03
C.B. Dollaway,-260.0,-240.0,-240.0,0.063,2011-08-14
C.B. Dollaway,130.0,145.0,150.0,-0.0069999999999999,2012-05-26
C.B. Dollaway,-180.0,130.0,130.0,-0.42,2013-01-19
C.B. Dollaway,130.0,120.0,135.0,0.052,2013-10-19
C.B. Dollaway,140.0,340.0,340.0,-0.241,2014-03-23
C.B. Dollaway,130.0,155.0,155.0,-0.006,2014-05-31
C.B. Dollaway,400.0,650.0,675.0,-0.051,2014-12-20
C.B. Dollaway,145.0,125.0,135.0,-0.065,2015-04-25
C.B. Dollaway,-350.0,-455.0,-440.0,0.2269999999999999,2015-12-19
C.B. Dollaway,-155.0,-160.0,-145.0,0.005,2017-07-07
C.B. Dollaway,-120.0,-110.0,-103.0,0.052,2018-03-03
C.B. Dollaway,140.0,140.0,145.0,-0.0069999999999999,2018-09-15
C.J. Keith,160.0,140.0,140.0,-0.083,2012-06-22
C.J. Keith,275.0,380.0,390.0,0.2269999999999999,2013-01-19
C.J. Vergara,185.0,215.0,380.0,0.2689999999999999,2022-05-07
C.J. Vergara,230.0,198.0,255.0,-0.034,2022-10-15
C.J. Vergara,-260.0,-275.0,-240.0,0.009,2023-03-25
C.J. Vergara,-175.0,-180.0,-150.0,0.006,2023-07-30
Cain Carrizosa,100.0,130.0,135.0,-0.109,2014-08-30
Cain Carrizosa,110.0,146.0,150.0,-0.052,2015-03-21
Cain Velasquez,-250.0,-250.0,-250.0,0.0,2008-04-19
Cain Velasquez,100.0,-320.0,-320.0,-0.524,2008-07-19
Cain Velasquez,-580.0,-700.0,-700.0,0.142,2009-02-07
Cain Velasquez,125.0,-175.0,-175.0,0.355,2009-06-13
Cain Velasquez,-260.0,-315.0,-315.0,0.221,2009-10-24
Cain Velasquez,120.0,100.0,100.0,0.127,2010-02-21
Cain Velasquez,150.0,155.0,155.0,0.02,2010-10-23
Cain Velasquez,-135.0,-125.0,-125.0,0.047,2011-11-12
Cain Velasquez,-350.0,-400.0,-375.0,0.195,2012-05-26
Cain Velasquez,115.0,175.0,180.0,-0.16,2012-12-29
Cain Velasquez,-600.0,-705.0,-700.0,0.213,2013-05-25
Cain Velasquez,-180.0,-215.0,-200.0,0.107,2013-10-19
Cain Velasquez,-425.0,-470.0,-460.0,0.0279999999999999,2015-06-13
Cain Velasquez,-300.0,-355.0,-330.0,-0.032,2016-07-09
Cain Velasquez,-170.0,-210.0,-195.0,0.154,2019-02-17
Caio Borralho,-275.0,-275.0,-275.0,,2022-01-15
Caio Borralho,130.0,-105.0,110.0,0.074,2022-04-16
Caio Borralho,-300.0,-270.0,-161.0,-0.1669999999999999,2022-07-09
Caio Borralho,-200.0,-232.0,-210.0,0.032,2022-10-22
Caio Borralho,-245.0,-390.0,-345.0,-0.107,2023-04-29
Caio Borralho,-360.0,-333.0,-295.0,-0.132,2023-11-05
Caio Borralho,-185.0,-650.0,-510.0,0.518,2024-05-05
Caio Borralho,-145.0,-350.0,-270.0,0.3329999999999999,2024-08-25
Caio Borralho,110.0,-141.0,-125.0,0.214,2025-09-06
Caio Machado,275.0,260.0,320.0,-0.023,2023-11-18
Caio Machado,154.0,-145.0,-115.0,0.2769999999999999,2024-04-27
Caio Machado,-165.0,-205.0,-150.0,-0.037,2024-11-03
Caio Magalhaes,-105.0,115.0,120.0,-0.027,2012-06-08
Caio Magalhaes,145.0,105.0,115.0,0.129,2013-06-08
Caio Magalhaes,170.0,160.0,165.0,0.052,2013-12-06
Caio Magalhaes,-280.0,-310.0,-295.0,0.174,2014-04-19
Caio Magalhaes,-175.0,-290.0,-280.0,0.3339999999999999,2014-11-08
Caio Magalhaes,-165.0,-120.0,-118.0,-0.131,2015-07-12
Caio Magalhaes,160.0,170.0,180.0,0.0,2016-09-10
Cale Yarbrough,250.0,350.0,350.0,0.222,2008-07-19
Callan Potter,220.0,182.0,200.0,-0.1,2019-02-09
Callan Potter,155.0,310.0,330.0,-0.21,2019-10-05
Callan Potter,225.0,170.0,187.0,-0.178,2020-02-22
Calvin Cattar,150.0,175.0,215.0,-0.109,2022-01-15
Calvin Kattar,230.0,295.0,300.0,0.171,2017-07-29
Calvin Kattar,185.0,190.0,210.0,0.05,2018-01-20
Calvin Kattar,-180.0,-125.0,-105.0,-0.2289999999999999,2018-04-07
Calvin Kattar,-245.0,-227.0,-200.0,0.046,2018-10-27
Calvin Kattar,-165.0,-175.0,-164.0,-0.013,2019-06-08
Calvin Kattar,190.0,235.0,245.0,0.147,2019-11-09
Calvin Kattar,-240.0,-255.0,-225.0,0.005,2020-05-09
Calvin Kattar,-230.0,-265.0,-237.0,-0.026,2020-07-15
Calvin Kattar,115.0,130.0,162.0,0.1,2021-01-16
Calvin Kattar,-170.0,-280.0,-240.0,-0.145,2022-06-18
Calvin Kattar,-175.0,-109.0,115.0,-0.384,2022-10-29
Calvin Kattar,120.0,140.0,165.0,-0.1119999999999999,2024-04-14
Calvin Kattar,195.0,340.0,370.0,0.35,2025-02-16
Calvin Kattar,110.0,112.0,120.0,0.016,2025-07-13
Cam Rowston,118.0,140.0,160.0,-0.111,2025-09-28
Cameron Dollar,215.0,170.0,170.0,-0.1669999999999999,2009-06-20
Cameron Else,235.0,310.0,350.0,-0.093,2020-10-03
Cameron Else,,,,,2022-03-26
Cameron Else,190.0,175.0,200.0,-0.0069999999999999,2022-04-23
Cameron Saaiman,200.0,200.0,200.0,,2022-12-10
Cameron Saaiman,-180.0,-300.0,-250.0,-0.136,2023-03-04
Cameron Saaiman,-450.0,-650.0,-549.0,-0.047,2023-07-08
Cameron Saaiman,120.0,-105.0,123.0,0.064,2023-10-14
Cameron Saaiman,105.0,130.0,145.0,0.135,2024-03-24
Cameron Saaiman,-150.0,100.0,110.0,0.183,2025-04-26
Cameron Smotherman,350.0,400.0,460.0,0.151,2024-10-19
Cameron Smotherman,-138.0,110.0,115.0,0.186,2025-05-04
Cameron Smotherman,350.0,310.0,360.0,-0.02,2025-06-15
Cameron Vancamp,170.0,330.0,475.0,0.426,2022-05-07
Cameron Vancamp,250.0,195.0,200.0,-0.174,2022-09-10
Cameron Vancamp,195.0,112.0,140.0,-0.283,2022-09-17
Caol Uno,175.0,165.0,165.0,-0.038,2009-06-13
Caol Uno,-275.0,-155.0,-155.0,0.171,2009-11-21
Caol Uno,145.0,270.0,270.0,0.3379999999999999,2010-03-31
Caolan Loughran,128.0,130.0,148.0,0.054,2023-09-02
Caolan Loughran,-270.0,-550.0,-480.0,-0.15,2024-03-30
Caolan Loughran,-225.0,-225.0,-225.0,,2024-07-27
Caolan Loughran,-186.0,-250.0,-225.0,-0.085,2024-07-28
Caolan Loughran,143.0,110.0,136.0,-0.075,2025-03-22
Carl Deaton,350.0,400.0,650.0,0.233,2023-02-25
Carl Deaton,140.0,170.0,200.0,0.152,2023-07-15
Carla Esparza,-130.0,-110.0,102.0,-0.025,2014-12-12
Carla Esparza,-185.0,-160.0,-155.0,-0.0289999999999999,2015-03-14
Carla Esparza,-305.0,-190.0,-190.0,-0.226,2016-04-23
Carla Esparza,-210.0,-260.0,-255.0,0.156,2017-02-19
Carla Esparza,-230.0,-220.0,-200.0,0.0279999999999999,2017-06-25
Carla Esparza,150.0,170.0,180.0,-0.034,2017-12-30
Carla Esparza,280.0,220.0,230.0,-0.1689999999999999,2018-06-09
Carla Esparza,250.0,330.0,335.0,-0.034,2018-09-08
Carla Esparza,-145.0,-136.0,-111.0,-0.098,2019-04-27
Carla Esparza,-105.0,125.0,137.0,-0.0579999999999999,2019-09-21
Carla Esparza,-125.0,-152.0,-138.0,0.072,2020-05-09
Carla Esparza,120.0,159.0,175.0,-0.131,2020-07-25
Carla Esparza,155.0,100.0,117.0,-0.214,2021-05-22
Carla Esparza,185.0,155.0,200.0,-0.015,2022-05-07
Carla Esparza,-150.0,135.0,155.0,-0.353,2024-10-05
Carli Judice,195.0,130.0,140.0,0.118,2024-06-15
Carli Judice,-535.0,-310.0,-280.0,0.111,2025-03-15
Carlo Pedersoli Jr.,-210.0,-144.0,-140.0,-0.171,2018-05-27
Carlo Pedersoli Jr.,175.0,385.0,400.0,-0.173,2018-09-22
Carlo Pedersoli Jr.,-145.0,-170.0,-160.0,0.055,2019-02-23
Carlo Prater,300.0,455.0,455.0,0.2789999999999999,2012-01-14
Carlo Prater,300.0,345.0,380.0,-0.016,2012-05-15
Carlo Prater,100.0,145.0,150.0,0.1939999999999999,2012-10-05
Carlos Candelario,220.0,190.0,210.0,-0.063,2022-04-30
Carlos Candelario,210.0,239.0,280.0,0.124,2022-05-14
Carlos Candelario,210.0,210.0,235.0,0.037,2022-11-05
Carlos Candelario,220.0,220.0,220.0,,2023-04-22
Carlos Condit,-195.0,115.0,115.0,-0.465,2009-04-01
Carlos Condit,-390.0,-390.0,-390.0,0.0,2009-09-16
Carlos Condit,-105.0,118.0,118.0,0.023,2010-06-12
Carlos Condit,170.0,160.0,160.0,0.0969999999999999,2010-10-16
Carlos Condit,-155.0,101.0,101.0,-0.131,2011-07-02
Carlos Condit,-135.0,175.0,175.0,0.367,2012-02-04
Carlos Condit,310.0,260.0,270.0,-0.123,2012-11-17
Carlos Condit,125.0,-115.0,100.0,-0.168,2013-03-16
Carlos Condit,-215.0,-285.0,-280.0,0.221,2013-08-28
Carlos Condit,-130.0,-205.0,-200.0,-0.185,2014-03-15
Carlos Condit,-190.0,-350.0,-325.0,-0.178,2015-05-30
Carlos Condit,125.0,-113.0,-105.0,0.111,2016-01-02
Carlos Condit,-110.0,-135.0,-125.0,-0.079,2016-08-27
Carlos Condit,-150.0,-130.0,-130.0,0.0579999999999999,2017-12-30
Carlos Condit,120.0,155.0,164.0,0.154,2018-04-14
Carlos Condit,105.0,-120.0,100.0,-0.064,2018-12-29
Carlos Condit,-140.0,108.0,110.0,-0.252,2020-10-03
Carlos Condit,-110.0,-222.0,-188.0,-0.2789999999999999,2021-01-16
Carlos Condit,150.0,145.0,157.0,-0.018,2021-07-10
Carlos Diego Ferreira,-350.0,-190.0,-185.0,-0.306,2014-06-28
Carlos Diego Ferreira,-280.0,-185.0,-185.0,-0.132,2014-08-30
Carlos Diego Ferreira,-260.0,-250.0,-245.0,0.119,2014-10-25
Carlos Diego Ferreira,165.0,175.0,240.0,-0.094,2021-12-18
Carlos Eduardo Rocha,-115.0,-105.0,-105.0,0.0,2010-11-13
Carlos Eduardo Rocha,270.0,255.0,255.0,0.0579999999999999,2011-02-05
Carlos Eduardo Rocha,200.0,185.0,190.0,0.044,2012-06-08
Carlos Felipe,-130.0,150.0,175.0,0.325,2020-07-18
Carlos Felipe,230.0,190.0,225.0,-0.093,2020-10-03
Carlos Felipe,-115.0,-222.0,-185.0,0.258,2021-01-16
Carlos Felipe,-200.0,-178.0,-140.0,0.075,2021-06-12
Carlos Felipe,140.0,-136.0,-105.0,-0.319,2021-10-16
Carlos Hernandez,130.0,-182.0,-105.0,-0.439,2022-02-26
Carlos Hernandez,,,,,2022-12-17
Carlos Hernandez,165.0,250.0,325.0,0.306,2023-01-14
Carlos Hernandez,-138.0,110.0,140.0,0.216,2023-06-17
Carlos Hernandez,260.0,380.0,460.0,0.312,2023-12-10
Carlos Hernandez,285.0,310.0,350.0,0.096,2024-06-29
Carlos Hernandez,102.0,-150.0,-115.0,-0.146,2024-11-23
Carlos Hernandez,160.0,150.0,164.0,-0.012,2025-05-17
Carlos Huachin,175.0,130.0,145.0,0.133,2019-09-21
Carlos Huachin Quiroz,240.0,600.0,725.0,-0.198,2019-05-11
Carlos Leal Miranda,200.0,175.0,185.0,0.032,2024-10-26
Carlos Leal Miranda,-600.0,-800.0,-700.0,0.147,2025-03-09
Carlos Leal Miranda,-500.0,-550.0,-490.0,0.051,2025-07-26
Carlos Mota,125.0,-175.0,-155.0,-0.4039999999999999,2022-10-29
Carlos Prates,110.0,-280.0,-245.0,-0.52,2024-02-11
Carlos Prates,-188.0,-250.0,-210.0,-0.065,2024-06-08
Carlos Prates,-265.0,-420.0,-350.0,0.25,2024-08-18
Carlos Prates,-600.0,-820.0,-770.0,-0.037,2024-11-10
Carlos Prates,-400.0,-350.0,-350.0,0.0279999999999999,2025-04-13
Carlos Prates,110.0,128.0,145.0,-0.076,2025-04-27
Carlos Prates,-290.0,-210.0,-185.0,-0.284,2025-08-17
Carlos Prates,-188.0,-200.0,-175.0,0.0,2025-11-16
Carlos Ulberg,-172.0,-250.0,-215.0,0.1639999999999999,2021-03-06
Carlos Ulberg,-145.0,-280.0,-200.0,-0.225,2022-02-12
Carlos Ulberg,-140.0,110.0,135.0,0.2239999999999999,2022-06-25
Carlos Ulberg,-200.0,-140.0,-125.0,0.147,2022-11-12
Carlos Ulberg,-285.0,-490.0,-435.0,0.223,2023-05-13
Carlos Ulberg,-275.0,-350.0,-260.0,-0.035,2023-09-10
Carlos Ulberg,-225.0,-278.0,-250.0,0.104,2024-05-12
Carlos Ulberg,-500.0,-500.0,-500.0,0.0,2024-06-29
Carlos Ulberg,-265.0,-305.0,-265.0,-0.025,2024-11-23
Carlos Ulberg,-198.0,-375.0,-225.0,-0.154,2025-03-22
Carlos Ulberg,-175.0,-265.0,-230.0,0.186,2025-09-28
Carlos Vera,500.0,700.0,870.0,-0.065,2024-02-18
Carlos Vera,380.0,500.0,600.0,0.258,2025-03-15
Carls John de Tomas,185.0,235.0,235.0,0.149,2017-06-17
Carls John de Tomas,180.0,330.0,335.0,-0.113,2017-12-09
Carlston Harris,120.0,-215.0,-189.0,0.358,2021-05-08
Carlston Harris,130.0,-120.0,100.0,0.1159999999999999,2021-09-18
Carlston Harris,150.0,180.0,225.0,-0.134,2022-02-06
Carlston Harris,-275.0,-400.0,-300.0,0.051,2023-03-11
Carlston Harris,150.0,-105.0,108.0,-0.256,2023-08-06
Carlston Harris,-125.0,102.0,115.0,-0.159,2024-05-19
Carlston Harris,-138.0,125.0,135.0,0.25,2025-01-12
Carlton Minus,-365.0,-111.0,-105.0,-0.875,2020-08-22
Carlton Minus,250.0,240.0,285.0,-0.006,2020-12-19
Carmelo Marrero,325.0,325.0,325.0,0.016,2009-04-01
Caros Fodor,-135.0,-160.0,-160.0,-0.071,2013-02-23
Casey Kenney,250.0,190.0,225.0,0.086,2019-03-30
